question_id	question	predicted	gold	hardness	exact_match	select_match_gold	select_match_pred	select_match	select_match (no_agg)_gold	select_match (no_agg)_pred	select_match (no_agg)	where_match_gold	where_match_pred	where_match	where_match (no op)_gold	where_match (no op)_pred	where_match (no op)	group (NO HAVING)_gold	group (NO HAVING)_pred	group (NO HAVING)	group_gold	group_pred	group	order_gold	order_pred	order	and_or_gold	and_or_pred	and_or	IUEN_gold	IUEN_pred	IUEN	keywords_gold	keywords_pred	keywords	
2670-1	How many times has resource 'Peter' performed an activity?	select count(*) from log6 where  log6.resource = "Peter"	SELECT COUNT(*) FROM log6 WHERE resource = 'Peter'	easy	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
2670-2	How many events were executed by resource 'Peter'?	select count(*) from log6 where  log6.resource = "Peter"	SELECT COUNT(*) FROM log6 WHERE resource = 'Peter'	easy	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
2670-3	How many times has employee 'Peter' performed an activity?	select count(*) from log6 where  log6.resource = "Peter"	SELECT COUNT(*) FROM log6 WHERE resource = 'Peter'	easy	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
2670-4	How many events did employee 'Peter' run?	select count(*) from log6 where  log6.resource = "Peter"	SELECT COUNT(*) FROM log6 WHERE resource = 'Peter'	easy	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
2670-5	Report the number of times resource 'Peter' was responsible for an activity.	select count(*) from log6 where  log6.resource = "Peter"	SELECT COUNT(*) FROM log6 WHERE resource = 'Peter'	easy	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
2670-6	Report the number of times employee 'Peter' was responsible for an activity.	select count(*) from log6 where  log6.resource = "Peter"	SELECT COUNT(*) FROM log6 WHERE resource = 'Peter'	easy	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
2670-7	How many times Peter, as resource, was used?	select count(*) from log6 where  log6.resource = "Peter"	SELECT count(*) FROM log6 WHERE resource = 'Peter'	easy	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
2673	How many different resources are there in the log?	select count( distinct log5.resource) from log5	SELECT COUNT(DISTINCT resource) FROM log5	easy	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	0	0	NA	
2673-1	How many different resources are there in the event log?	select count( distinct log5.resource) from log5	SELECT COUNT(DISTINCT resource) FROM log5	easy	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	0	0	NA	
2673-2	How many distinct resources are there in the event log?	select count( distinct log5.resource) from log5	SELECT COUNT(DISTINCT resource) FROM log5	easy	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	0	0	NA	
2673-3	How many resources are in the event log?	select count( distinct log5.resource) from log5	SELECT COUNT(DISTINCT resource) FROM log5	easy	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	0	0	NA	
2673-4	How many different people performed activities?	select count( distinct log5.activity) from log5	SELECT COUNT(DISTINCT resource) FROM log5	easy	NOK	1	1	NOK	1	1	NOK	0	0	NA	0	0	NA	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	0	0	NA	
2673-5	How many different resources performed activities?	select count( distinct log5.resource) from log5	SELECT COUNT(DISTINCT resource) FROM log5	easy	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	0	0	NA	
2673-6	How many different people appear in the event log?	select count( distinct log5.idcase) from log5	SELECT COUNT(DISTINCT resource) FROM log5	easy	NOK	1	1	NOK	1	1	NOK	0	0	NA	0	0	NA	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	0	0	NA	
2673-7	How many different resources appear in the event log?	select count( distinct log5.resource) from log5	SELECT COUNT(DISTINCT resource) FROM log5	easy	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	0	0	NA	
2673-8	Report how many different resources there are in the event log.	select count( distinct log5.resource) from log5	SELECT COUNT(DISTINCT resource) FROM log5	easy	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	0	0	NA	
2673-9	Report how many different people appear in the event log.	select count( distinct log5.idcase) from log5	SELECT COUNT(DISTINCT resource) FROM log5	easy	NOK	1	1	NOK	1	1	NOK	0	0	NA	0	0	NA	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	0	0	NA	
2673-10	Report how many different resources performed activities.	select count( distinct log5.resource) from log5	SELECT COUNT(DISTINCT resource) FROM log5	easy	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	0	0	NA	
2677	What are the events where the event cost is not null?	select distinct log6.costevent from log6 where  log6.costevent != "null"	SELECT * FROM log6 WHERE costevent != 'null'	easy	NOK	1	1	NOK	1	1	NOK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
2677-1	What are the events where cost is not null?	select distinct log6.costevent from log6 where  log6.costevent != "null"	SELECT * FROM log6 WHERE costevent != 'null'	easy	NOK	1	1	NOK	1	1	NOK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
2677-2	Which events have a non-null cost?	select distinct log6.costevent from log6 where  log6.costevent != "null"	SELECT * FROM log6 WHERE costevent != 'null'	easy	NOK	1	1	NOK	1	1	NOK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
2677-3	List the events that have a non-null cost.	select distinct log6.costevent from log6 where  log6.costevent != "null"	SELECT * FROM log6 WHERE costevent != 'null'	easy	NOK	1	1	NOK	1	1	NOK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
2677-4	Which events have a cost other than non-null?	select distinct log6.costevent from log6 where  log6.costevent != "null"	SELECT * FROM log6 WHERE costevent != 'null'	easy	NOK	1	1	NOK	1	1	NOK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
2677-5	List the events that have a cost other than null.	select distinct log6.costevent from log6 where  log6.costevent != "null"	SELECT * FROM log6 WHERE costevent != 'null'	easy	NOK	1	1	NOK	1	1	NOK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
2677-6	Which events have an informed cost?	select distinct log6.costevent from log6 where  log6.costevent = "Informed"	SELECT * FROM log6 WHERE costevent != 'null'	easy	NOK	1	1	NOK	1	1	NOK	1	1	NOK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
2677-7	What are the events for which there is an informed cost?	select distinct log6.costevent from log6 where  log6.costevent = "Informed"	SELECT * FROM log6 WHERE costevent != 'null'	easy	NOK	1	1	NOK	1	1	NOK	1	1	NOK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
2677-8	List the events that have an informed cost.	select distinct log6.costevent from log6 where  log6.costevent = "Informed"	SELECT * FROM log6 WHERE costevent != 'null'	easy	NOK	1	1	NOK	1	1	NOK	1	1	NOK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
2677-9	List the events for which there is a reported cost.	select distinct log6.costevent from log6 where  log6.costevent = "0"	SELECT * FROM log6 WHERE costevent != 'null'	easy	NOK	1	1	NOK	1	1	NOK	1	1	NOK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
2680	What are the events that took place in the year 2016?	select * from log1 where  log1.startdatetime like "2016%"	SELECT * FROM log1 WHERE enddatetime BETWEEN '2016-01-01' AND '2017-01-31'	easy	NOK	1	1	OK	1	1	OK	1	1	NOK	1	1	NOK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	2	NOK	
2680-1	What are the events that happened in the year 2016?	select * from log1 where  log1.startdatetime like "2016%"	SELECT * FROM log1 WHERE enddatetime BETWEEN '2016-01-01' AND '2017-01-31'	easy	NOK	1	1	OK	1	1	OK	1	1	NOK	1	1	NOK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	2	NOK	
2680-2	What events took place during the year 2016?	select * from log1 where  log1.startdatetime like "2016%"	SELECT * FROM log1 WHERE enddatetime BETWEEN '2016-01-01' AND '2017-01-31'	easy	NOK	1	1	OK	1	1	OK	1	1	NOK	1	1	NOK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	2	NOK	
2680-3	List the events whose 'timestamp' refers to the year 2016.	select * from log1 where  log1.startdatetime like "2016%"	SELECT * FROM log1 WHERE enddatetime BETWEEN '2016-01-01' AND '2017-01-31'	easy	NOK	1	1	OK	1	1	OK	1	1	NOK	1	1	NOK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	2	NOK	
2680-4	List events with 'timestamp' in 2016.	select * from log1 where  log1.startdatetime like "2016%"	SELECT * FROM log1 WHERE enddatetime BETWEEN '2016-01-01' AND '2017-01-31'	easy	NOK	1	1	OK	1	1	OK	1	1	NOK	1	1	NOK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	2	NOK	
2681	What are the incidents with the number of events between 1 and 20?	select log1.idcase from log1  group by log1.idcase having  count(*) between 1 and 20	SELECT idcase FROM log1 GROUP BY idcase HAVING count(*) BETWEEN 1 AND 20	easy	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	1	1	OK	1	1	OK	0	0	NA	1	1	OK	0	0	NA	2	2	OK	
2681-1	What are the incidents with up to 20 events?	select log1.idcase from log1  group by log1.idcase having  count(*) <= 20	SELECT idcase FROM log1 GROUP BY idcase HAVING count(*) <= 20	easy	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	1	1	OK	1	1	OK	0	0	NA	1	1	OK	0	0	NA	2	2	OK	
2681-2	What are the incidents with up to 20 events?	select log1.idcase from log1  group by log1.idcase having  count(*) <= 20	SELECT idcase FROM log1 GROUP BY idcase HAVING count(*) <= 20	easy	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	1	1	OK	1	1	OK	0	0	NA	1	1	OK	0	0	NA	2	2	OK	
2681-3	What are the cases with up to 20 events?	select log1.idcase from log1  group by log1.idcase having  count(*) between 1 and 20	SELECT idcase FROM log1 GROUP BY idcase HAVING count(*) <= 20	easy	NOK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	1	1	OK	1	1	NOK	0	0	NA	1	1	OK	0	0	NA	2	2	OK	
2681-4	How many incidents have up to 20 events associated with them?	select count(*) from log1 where  log1.idevent >= 20	SELECT idcase FROM log1 GROUP BY idcase HAVING count(*) <= 20	easy	NOK	1	1	NOK	1	1	NOK	0	1	NA	0	1	NA	1	0	ND	1	0	ND	0	0	NA	1	1	OK	0	0	NA	2	1	NOK	
2681-5	List all incidents whose trace has up to 20 events.	select log1.idcase from log1  group by log1.idcase having  count(*) <= 20	SELECT idcase FROM log1 GROUP BY idcase HAVING count(*) <= 20	easy	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	1	1	OK	1	1	OK	0	0	NA	1	1	OK	0	0	NA	2	2	OK	
2681-6	List all cases whose trace has up to 20 events.	select log1.idcase from log1  group by log1.idcase having  count(*) <= 20	SELECT idcase FROM log1 GROUP BY idcase HAVING count(*) <= 20	easy	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	1	1	OK	1	1	OK	0	0	NA	1	1	OK	0	0	NA	2	2	OK	
2689	Which cases have more than 50 activities?	select log7.idcase from log7  group by log7.idcase having  count(*) > 50	SELECT idcase FROM log7 GROUP BY idcase HAVING count(*) > 50	easy	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	1	1	OK	1	1	OK	0	0	NA	1	1	OK	0	0	NA	2	2	OK	
2689-1	Which cases are there more than 50 activities performed?	select log7.idcase from log7  group by log7.idcase having  count(*) > 50	SELECT idcase FROM log7 GROUP BY idcase HAVING count(*) > 50	easy	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	1	1	OK	1	1	OK	0	0	NA	1	1	OK	0	0	NA	2	2	OK	
2689-2	Which cases are there more than 50 activities carried out?	select log7.idcase from log7  group by log7.idcase having  count(*) > 50	SELECT idcase FROM log7 GROUP BY idcase HAVING count(*) > 50	easy	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	1	1	OK	1	1	OK	0	0	NA	1	1	OK	0	0	NA	2	2	OK	
2689-3	List all cases that have more than 50 activities.	select log7.idcase from log7  group by log7.idcase having  count(*) > 50	SELECT idcase FROM log7 GROUP BY idcase HAVING count(*) > 50	easy	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	1	1	OK	1	1	OK	0	0	NA	1	1	OK	0	0	NA	2	2	OK	
2697	What is the largest event cost value found in the log?	select max(log8.costevent) from log8	SELECT max(costevent) FROM log8	easy	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	0	0	NA	
2697-1	What is the largest cost value in the event log?	select log8.costevent from log8   order by log8.costevent desc limit 1	SELECT max(costevent) FROM log8	easy	NOK	1	1	NOK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	0	0	NA	0	1	NA	1	1	OK	0	0	NA	0	3	NA	
2697-2	What is the highest cost value presented in the log?	select max(log8.costevent) from log8	SELECT max(costevent) FROM log8	easy	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	0	0	NA	
2697-3	What is the highest event cost value in the event log?	select max(log8.costevent) from log8	SELECT max(costevent) FROM log8	easy	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	0	0	NA	
2697-4	What is the biggest cost in the event log?	select log8.costevent from log8   order by log8.costevent desc limit 1	SELECT max(costevent) FROM log8	easy	NOK	1	1	NOK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	0	0	NA	0	1	NA	1	1	OK	0	0	NA	0	3	NA	
2697-5	What is the maximum cost in the log?	select max(log8.costevent) from log8	SELECT max(costevent) FROM log8	easy	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	0	0	NA	
2710	select event count with no end date	select count(*) from log1 where  log1.enddatetime = "null"	SELECT count(*) FROM log1 WHERE enddatetime = 'null'	easy	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
2710-1	How many events without end date?	select count(*) from log1 where  log1.enddatetime = "null"	SELECT count(*) FROM log1 WHERE enddatetime = 'null'	easy	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
2710-2	How many events without timestamp?	select count(*) from log1 where  log1.startdatetime = "null"	SELECT count(*) FROM log1 WHERE enddatetime = 'null'	easy	NOK	1	1	OK	1	1	OK	1	1	NOK	1	1	NOK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
2710-3	How many events has timestamp null?	select count(*) from log1 where  log1.startdatetime = "null"	SELECT count(*) FROM log1 WHERE enddatetime = 'null'	easy	NOK	1	1	OK	1	1	OK	1	1	NOK	1	1	NOK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
2710-4	How many events has end date null?	select count(*) from log1 where  log1.enddatetime = "null"	SELECT count(*) FROM log1 WHERE enddatetime = 'null'	easy	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
2710-5	How many events does not have end date?	select count(*) from log1 where  log1.enddatetime = "null"	SELECT count(*) FROM log1 WHERE enddatetime = 'null'	easy	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
2710-6	How many events does not have timestamp?	select count(*) from log1 where  log1.startdatetime = "null"	SELECT count(*) FROM log1 WHERE enddatetime = 'null'	easy	NOK	1	1	OK	1	1	OK	1	1	NOK	1	1	NOK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
2716	Counting requests with event cost information	select count(*) from log3 where  log3.costevent = "null"	SELECT count(*) FROM log3 WHERE costevent != 'null'	easy	NOK	1	1	OK	1	1	OK	1	1	NOK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
2716-1	How many requests with cost information?	select count(*) from log3 where  log3.costevent = "1"	SELECT count(*) FROM log3 WHERE costevent != 'null'	easy	NOK	1	1	OK	1	1	OK	1	1	NOK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
2716-2	How many events have a non-null cost?	select count(*) from log3 where  log3.costevent != "null"	SELECT count(*) FROM log3 WHERE costevent != 'null'	easy	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
2716-3	How many events have an informed cost?	select count(*) from log3 where  log3.costevent = "Informed"	SELECT count(*) FROM log3 WHERE costevent != 'null'	easy	NOK	1	1	OK	1	1	OK	1	1	NOK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
2716-4	How many events for which there is an informed cost?	select count(*) from log3 where  log3.costevent = "Informed"	SELECT count(*) FROM log3 WHERE costevent != 'null'	easy	NOK	1	1	OK	1	1	OK	1	1	NOK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
2716-5	How many events have a cost other than non-null?	select count(*) from log3 where  log3.costevent != "null"	SELECT count(*) FROM log3 WHERE costevent != 'null'	easy	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
2741	Are there any records of 'Closed' activity in the log? If yes, show event data.	select * from log6 where  log6.activity = "Closed"	SELECT * FROM log6 WHERE activity = 'Closed'	easy	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
2741-1	Are there any records of activity 'Closed' in the event log? If yes, show event data.	select * from log6 where  log6.activity = "Closed"	SELECT * FROM log6 WHERE activity = 'Closed'	easy	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
2741-2	Are there records of activity 'Closed' in the event log? If yes, show the event data associated with the records	select * from log6 where  log6.activity = "Closed"	SELECT * FROM log6 WHERE activity = 'Closed'	easy	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
2741-3	Retrieve event data associated with existing activities 'Closed' in the event log.	select log6.idevent from log6 where  log6.activity = "Closed"	SELECT * FROM log6 WHERE activity = 'Closed'	easy	NOK	1	1	NOK	1	1	NOK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
2747	Which activities have the costevent null?	select log2.activity from log2 where  log2.costevent = "null"	SELECT DISTINCT activity FROM log2 WHERE costevent = 'null'	easy	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
2747-1	Which activities have the cost null?	select log2.activity from log2 where  log2.costevent = "null"	SELECT DISTINCT activity FROM log2 WHERE costevent = 'null'	easy	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
2747-2	Which activities does not have cost information?	select log2.activity from log2 where  log2.idevent not in (select log2.idevent from log2  )	SELECT DISTINCT activity FROM log2 WHERE costevent = 'null'	easy	NOK	1	1	OK	1	1	OK	1	1	NOK	1	1	NOK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	3	NOK	
2747-3	List activities that contains cost with null value.	select log2.activity from log2 where  log2.costevent = "null"	SELECT DISTINCT activity FROM log2 WHERE costevent = 'null'	easy	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
2751	Is there Null values on idcase column?	select log3.idcase from log3 where  log3.idcase = "null"	SELECT * FROM log3 WHERE idcase = 'null'	easy	NOK	1	1	NOK	1	1	NOK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
2751-1	Which events has idcase column with null value?	select * from log3 where  log3.idcase = "null"	SELECT * FROM log3 WHERE idcase = 'null'	easy	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
2752	How many records do they have as a send confirmation receipt activity?	select count(*) from log7 where  log7.activity = "send confirmation receipt"	SELECT count(*) FROM log7 WHERE activity = 'send confirmation receipt'	easy	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
2752-1	How many records have activity 'send confirmation receipt'?	select count(*) from log7 where  log7.activity = "send confirmation receipt"	SELECT count(*) FROM log7 WHERE activity = 'send confirmation receipt'	easy	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
2752-2	How many occurrences have activity 'send confirmation receipt'?	select count(*) from log7 where  log7.activity = "send confirmation receipt"	SELECT count(*) FROM log7 WHERE activity = 'send confirmation receipt'	easy	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
2752-3	How many events with activity 'send confirmation receipt'?	select count(*) from log7 where  log7.activity = "send confirmation receipt"	SELECT count(*) FROM log7 WHERE activity = 'send confirmation receipt'	easy	OK	1	1	OK	1	1	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	1	1	OK	
2753	What is the highest event cost value among all activities presented in the log?	select max(log8.costevent) from log8	SELECT MAX(costevent) FROM log8	easy	OK	1	1	OK	1	1	OK	0	0	NA	0	0	NA	0	0	NA	0	0	NA	0	0	NA	1	1	OK	0	0	NA	0	0	NA	
